"sleep_hrs","steps"
6.2,7908
5.76666666666667,12693
8.75,6940
5.73333333333333,7101
5.76666666666667,7047
6.83333333333333,8714
8.75,12801
5.76666666666667,12317
6.8,13285
6.53333333333333,10542
6.38333333333333,11887
7.66666666666667,11564
8.18333333333333,6725
8.13333333333333,6671
5.63333333333333,8499
8.33333333333333,12155
7.06666666666667,11456
6.56666666666667,10220
6.61666666666667,12102
6.1,9574
7.5,12370
8.08333333333333,12370
6.56666666666667,11510
5.58333333333333,9467
8.25,8607
5.83333333333333,5864
6.53333333333333,11349
7.45,7961
6.56666666666667,10166
8.23333333333333,12532
6.53333333333333,12155
5.63333333333333,11349
7.81666666666667,12209
6.6,9413
8.36666666666667,11188
8.88333333333333,10058
5.96666666666667,13553
7.3,11349
8.66666666666667,12370
8.41666666666667,12586
6.06666666666667,10435
8.43333333333333,7047
7.35,12209
7.13333333333333,12209
8.33333333333333,8177
6.15,10327
8.23333333333333,6725
8.41666666666667,11994
6.88333333333333,6779
6.65,5542
5.6,9359
6.75,5972
5.58333333333333,7800
6.56666666666667,11295
6.48333333333333,9682
6.35,8822
5.7,12639
6.76666666666667,7424
8.38333333333333,7478
6.46666666666667,7209
8.31666666666667,7478
6.41666666666667,5219
8.25,8660
8.28333333333333,10273
6.38333333333333,8015
7.81666666666667,12370
7.03333333333333,7101
6.2,5381
6.23333333333333,7908
8.13333333333333,7531
6.01666666666667,5381
6.2,10919
5.55,7585
6.01666666666667,5649
6.01666666666667,9897
6.53333333333333,9736
8.38333333333333,6832
6.01666666666667,10058
6.01666666666667,13822
6.9,7047
6.75,5596
5.6,8015
8.08333333333333,7531
8.2,9252
5.6,10005
8.2,10112
7.18333333333333,11403
8.23333333333333,7424
6.83333333333333,13123
7.95,12263
6.98333333333333,6886
7.18333333333333,7047
6.35,8929
6.66666666666667,8230
6.28333333333333,8660
6.93333333333333,6994
8.38333333333333,11403
7.95,6994
6.98333333333333,11618
6.8,7155
6.38333333333333,13930
8.33333333333333,7908
5.73333333333333,6402
6.41666666666667,5327
7.01666666666667,6994
6.85,12693
5.7,12478
8.25,8338
8.7,12693
5.5,10489
8.38333333333333,11510
8.28333333333333,11940
6.95,7262
6.15,9843
6.01666666666667,9359
6.46666666666667,10650
8.2,10381
6.3,14037
8.98333333333333,10166
8.41666666666667,6994
8.41666666666667,6940
8.18333333333333,8983
8.01666666666667,8499
7.01666666666667,12209
7.16666666666667,7746
5.65,12048
8.23333333333333,10865
8.83333333333333,12209
7.95,7693
6.06666666666667,9682
7.41666666666667,8015
8.25,7908
6.75,5918
5.63333333333333,7908
6.9,8929
6.51666666666667,6886
8.85,8983
6.11666666666667,10489
8.31666666666667,8768
6.2,5165
6.11666666666667,10757
5.86666666666667,13069
6.7,11188
5.58333333333333,7155
8.9,11833
6.95,6617
6.56666666666667,7908
6.38333333333333,7101
6.95,11510
6.85,12801
7.66666666666667,8553
8.28333333333333,6510
5.6,12370
8,6940
5.46666666666667,8983
6.95,6563
7.11666666666667,8069
8.23333333333333,7746
6.61666666666667,10972
5.7,12370
8.46666666666667,12478
5.53333333333333,7693
6.71666666666667,11725
7.25,12263
5.96666666666667,5864
6.66666666666667,11241
5.96666666666667,5757
8.78333333333333,12424
8.18333333333333,10327
6.83333333333333,8875
6.66666666666667,7908
7.18333333333333,12102
8.9,8177
6.18333333333333,14145
8.23333333333333,10166
6.6,11403
6.25,5058
6.98333333333333,8875
6.11666666666667,14091
7.3,7961
8.61666666666667,12747
6.56666666666667,10273
6.28333333333333,7209
8.83333333333333,11994
5.55,9467
5.86666666666667,5811
8.28333333333333,9574
5.55,9951
5.58333333333333,10650
5.55,11026
7.16666666666667,11456
8.2,12424
6.33333333333333,8929
8.31666666666667,7746
8.36666666666667,12478
6.1,9736
6.7,7047
6.93333333333333,7209
5.55,8660
6.41666666666667,12048
7.53333333333333,8875
6.05,8714
8.36666666666667,12370
6.2,5273
5.55,8284
7.83333333333333,6832
7.71666666666667,12478
5.46666666666667,8123
6.61666666666667,7854
5.5,8069
6.65,8822
5.58333333333333,11349
8.2,7639
8.85,11456
