"sleep_hrs","steps"
7.78333333333333,11801
5.13333333333333,6152
6.15,6341
5.36666666666667,6294
8.63333333333333,12272
6.45,9024
7.71666666666667,9589
8.26666666666667,13025
5.23333333333333,8647
7,8506
7.31666666666667,6011
5.78333333333333,5964
6.93333333333333,12084
5.95,7941
7.48333333333333,7753
6.56666666666667,9071
5.23333333333333,9024
5.2,8459
6.53333333333333,7706
7.23333333333333,12131
6.21666666666667,5635
6.83333333333333,8365
6.7,11801
7.13333333333333,7941
8.5,8836
6.5,8365
6.53333333333333,8836
5.81666666666667,12602
7.65,13308
7.51666666666667,12837
6.21666666666667,9636
6.38333333333333,13449
7.48333333333333,12978
7.98333333333333,6294
5.91666666666667,8836
5.4,8836
5.98333333333333,7000
6.41666666666667,7988
7.31666666666667,11001
6.6,8694
5.6,6058
6.6,5493
6.76666666666667,12602
6.73333333333333,5682
7.51666666666667,11707
6.86666666666667,13402
5.03333333333333,7753
7.81666666666667,12366
9.08333333333333,11472
8.06666666666667,11472
8.43333333333333,11378
7.13333333333333,6529
8.36666666666667,10530
6.56666666666667,7235
8.63333333333333,12931
7.81666666666667,6953
5.66666666666667,9965
7.1,6341
7.38333333333333,5446
7.81666666666667,11801
4.96666666666667,6529
7.35,9918
8.91666666666667,10624
5.75,8177
9.15,11566
6.18333333333333,10672
7.28333333333333,12790
8.13333333333333,12743
8.13333333333333,6105
6.76666666666667,12837
7.81666666666667,9730
6.56666666666667,6294
6.31666666666667,9965
7.28333333333333,5540
8.53333333333333,11895
9.08333333333333,11519
6.63333333333333,12555
7.88333333333333,12837
5.81666666666667,12837
5.13333333333333,6482
5.81666666666667,8883
6.66666666666667,6152
7.03333333333333,11236
7.38333333333333,7518
7.65,7047
7.1,7282
6.45,6247
8.56666666666667,10201
7.78333333333333,6247
6.41666666666667,10248
6.83333333333333,8553
7.41666666666667,6388
8.26666666666667,12225
7,11754
6.35,5823
8.53333333333333,10577
6.56666666666667,6247
7.03333333333333,10201
5.91666666666667,9401
6.18333333333333,9259
5.13333333333333,7047
7.55,9401
5.78333333333333,12978
7.31666666666667,8459
7.23333333333333,11378
8.63333333333333,12790
5.85,7659
7.38333333333333,10201
5.56666666666667,8082
5.88333333333333,12931
6.96666666666667,12931
7.65,7941
7.85,11189
7.78333333333333,11142
8.85,10248
7.35,12460
6.73333333333333,7141
5.23333333333333,8836
8.66666666666667,11660
7.23333333333333,8741
6.9,13119
6.76666666666667,9918
9.05,11613
5.71666666666667,12696
7.23333333333333,11848
5.81666666666667,6811
6.05,5635
6.56666666666667,6858
5.88333333333333,12413
5.71666666666667,6152
7.61666666666667,12460
5.95,8035
7.06666666666667,12272
7.65,5305
5.85,13072
7.03333333333333,9542
7.41666666666667,13308
7,11331
7.55,8647
8.3,5964
7.16666666666667,6858
6.56666666666667,11283
8.63333333333333,12131
7.71666666666667,5870
6.56666666666667,9118
7.91666666666667,6199
8.76666666666667,12507
8.8,10954
7.68333333333333,11895
5.98333333333333,6670
6.76666666666667,13166
