"sleep_hrs","steps"
5.86666666666667,8339
6.7,12302
8.5,6357
8.31666666666667,6929
8.38333333333333,6797
7.03333333333333,9263
5.88333333333333,12302
7.3,12126
6.35,12390
5.83333333333333,10761
7.4,11906
6.2,11730
8.75,5916
8.8,5828
7.48333333333333,8955
7.5,11994
6.23333333333333,11554
5.88333333333333,10541
6.05,11950
5.73333333333333,10100
6.26666666666667,12126
6.71666666666667,12126
5.83333333333333,11642
6.71666666666667,10056
7.51666666666667,9043
8.86666666666667,5168
5.95,11377
7.38333333333333,8383
5.75,10497
5.73333333333333,12214
6.55,11994
5.75,11377
5.85,11994
6.9,10012
6.11666666666667,11201
6.9,10452
6.53333333333333,12434
6.35,11377
7.03333333333333,12126
6.83333333333333,12258
6.46666666666667,10717
8.23333333333333,6665
7.6,12038
7.43333333333333,12038
6.03333333333333,8647
6.01666666666667,10629
8.78333333333333,5916
6.21666666666667,11906
8.43333333333333,6048
9.38333333333333,4991
5.91666666666667,9968
8.9,5212
5.91666666666667,8162
6.5,11333
6.6,10188
7.11666666666667,9484
7.43333333333333,12302
7.8,7414
8.16666666666667,7502
8.2,7149
8.1,7502
9.3,4683
5.85,9087
6.45,10585
7.58333333333333,8515
6.51666666666667,12126
8.4,6885
9.16666666666667,4859
5.88333333333333,8339
7.93333333333333,7590
9.01666666666667,4859
5.93333333333333,11025
8.01666666666667,7766
8.91666666666667,5035
6.91666666666667,10364
6.75,10232
8.46666666666667,6092
6.45,10452
6.51666666666667,12478
8.36666666666667,6753
9.05,4991
7.31666666666667,8515
7.9,7590
5.95,9880
5.91666666666667,10408
6.85,10497
6.36666666666667,11465
7.91666666666667,7414
7.31666666666667,12390
6.23333333333333,12038
7.63333333333333,12522
8.55,6313
8.58333333333333,6753
7.2,9660
6.05,8691
6.05,9175
8.55,6621
6.26666666666667,11421
8.36666666666667,6533
7.7,11818
8.28333333333333,7017
6.71666666666667,12522
7.7,8294
8.7,5476
9.05,4771
8.6,6621
6.81666666666667,12302
6.21666666666667,12214
7.53333333333333,8779
