"sleep_hrs","steps"
6.76666666666667,6403
6.25,6788
8.03333333333333,6750
8.75,11136
8.3,11405
8.61666666666667,10251
6.36666666666667,9674
8.01666666666667,5980
6.98333333333333,5903
5.33333333333333,8366
8.26666666666667,8135
6.31666666666667,11136
7.46666666666667,11136
6.43333333333333,9597
8.33333333333333,8096
7.8,5634
6.48333333333333,9212
8.15,8366
6.21666666666667,10636
8.3,9251
6.43333333333333,10713
6.15,11405
6.63333333333333,6673
8.58333333333333,10751
6.35,10751
6.76666666666667,7442
4.96666666666667,8404
6.15,12406
6.48333333333333,10328
8.2,6134
6.96666666666667,5518
7.3,5634
8.21666666666667,8173
7.3,12829
6.63333333333333,12829
6.78333333333333,12752
8.06666666666667,7019
7.33333333333333,11905
6.68333333333333,7596
7.53333333333333,7404
6.08333333333333,11559
6.88333333333333,6788
7.28333333333333,5480
5.53333333333333,7019
6.05,11521
6.98333333333333,11944
6.5,8712
6.9,12906
7.61666666666667,12021
8.15,6173
6.55,11444
6.51666666666667,6711
6.35,11559
7.7,5557
7.16666666666667,12867
6.25,6981
8.6,10867
6.85,6365
7.43333333333333,12675
6.16666666666667,7827
8.28333333333333,7481
7.36666666666667,7635
6.76666666666667,6634
8.43333333333333,11713
8.1,6596
7.7,11752
8.46666666666667,9866
6.23333333333333,6827
7.95,5749
7.9,11944
6.83333333333333,6634
7.05,11713
8.28333333333333,11328
7.66666666666667,11251
6.78333333333333,7481
6.25,11290
8.3,9520
8.15,12790
5.11666666666667,8019
7.81666666666667,11713
5.26666666666667,8558
4.98333333333333,8327
7.56666666666667,12636
7.88333333333333,12598
6.1,11713
5.11666666666667,7519
6.23333333333333,10751
8.48333333333333,10443
8.61666666666667,11559
7.41666666666667,7327
7.68333333333333,5634
8.28333333333333,7365
6.65,6365
5.18333333333333,8481
7.6,5403
6.88333333333333,11367
7.9,12752
8.43333333333333,10136
7.95,5865
5.38333333333333,7327
7.43333333333333,12713
8.16666666666667,5788
7.36666666666667,11174
8.03333333333333,6442
8.81666666666667,12290
5.6,7173
7.46666666666667,11174
6.75,11213
5.95,7173
8.53333333333333,10905
7.9,5634
8.35,9020
6.01666666666667,12021
5.16666666666667,8404
6.9,7442
8.78333333333333,11905
6.78333333333333,11482
6.43333333333333,11790
8.03333333333333,7789
6.21666666666667,11598
7.28333333333333,13021
6.83333333333333,6904
8.58333333333333,11636
8.48333333333333,10328
8.3,8096
7.66666666666667,12059
5.06666666666667,8558
6.48333333333333,8789
6.51666666666667,9443
6.9,11174
5.66666666666667,7173
7.01666666666667,12675
7.18333333333333,12752
6.68333333333333,11482
7.1,7635
6.25,10405
7.95,11444
5.06666666666667,7750
7.28333333333333,7673
7.68333333333333,11136
6.05,11905
8.16666666666667,6211
5.9,7096
5.03333333333333,8597
8.36666666666667,8520
7.9,7327
6.45,11752
6.28333333333333,10482
7.01666666666667,11675
7.33333333333333,11367
6.55,11405
6.21666666666667,12406
6.88333333333333,6134
5.78333333333333,8096
8.58333333333333,10174
5.43333333333333,7173
7.66666666666667,5557
7.4,11213
6.91666666666667,12713
6.16666666666667,7981
8.3,8019
4.91666666666667,8366
6.3,10713
8.08333333333333,7442
6.98333333333333,12944
7.95,7404
5.66666666666667,6981
5.56666666666667,8212
8.08333333333333,7596
8.36666666666667,8635
6.31666666666667,10328
6.98333333333333,5865
8.13333333333333,7981
8.71666666666667,11444
7.11666666666667,12021
6.85,6442
6.3,7904
8.28333333333333,8404
6.83333333333333,11328
6.25,11867
5.05,8481
5.18333333333333,7173
6.23333333333333,12406
6.78333333333333,6942
6.43333333333333,11444
7.95,12829
6.38333333333333,6711
8.5,9558
6.68333333333333,7827
6.61666666666667,11598
6.71666666666667,12752
6.31666666666667,10982
8.15,8520
6.61666666666667,6634
6.95,5903
8.36666666666667,9328
7.05,7442
6.36666666666667,12752
8.6,12290
7.73333333333333,5634
5.1,8558
7.11666666666667,13021
7.11666666666667,12867
6.85,7404
8.53333333333333,12598
6.41666666666667,10828
5.51666666666667,8558
8.1,6673
6.63333333333333,11482
8.23333333333333,8904
7.96666666666667,6019
8.35,9789
5.25,7519
7.96666666666667,5788
6.78333333333333,6288
5.25,8327
6.76666666666667,7865
6.65,6596
7.43333333333333,5403
6.23333333333333,6865
7.88333333333333,5711
8.53333333333333,9635
5.31666666666667,7134
7.5,7596
6.3,10289
6.28333333333333,11790
6.3,10944
5.11666666666667,7673
7.43333333333333,7442
8.55,12521
8.13333333333333,8019
8.21666666666667,12521
7.8,12790
8.68333333333333,10751
7.76666666666667,12944
8.23333333333333,11367
7.03333333333333,11521
5.11666666666667,7288
5.13333333333333,7635
6.68333333333333,7288
6.3,12329
7.8,12906
5,7481
8.48333333333333,10251
6.55,9558
6.16666666666667,6942
6.31666666666667,10520
6.41666666666667,7827
5.06666666666667,8019
7.05,11559
8.35,9520
6.36666666666667,12483
6.41666666666667,12483
8.53333333333333,11559
6.56666666666667,9443
6.31666666666667,10713
6.08333333333333,11521
6.78333333333333,11213
4.91666666666667,7865
7.6,12944
8.71666666666667,12598
5.3,7481
6.75,6288
5.33333333333333,7250
8.61666666666667,11213
8.33333333333333,9789
7.7,12944
6.71666666666667,7442
8.53333333333333,10674
6.76666666666667,12559
7.4,5557
6.75,7327
8.03333333333333,12636
7.23333333333333,12752
8.3,7904
8.15,6750
5.91666666666667,8096
5.06666666666667,7712
8.03333333333333,5942
6.16666666666667,6865
8.6,11097
6.61666666666667,6904
7.4,12136
6.48333333333333,7865
7.88333333333333,11636
8.03333333333333,12713
6.9,7558
6.35,11174
6.76666666666667,6134
7.53333333333333,7673
7.76666666666667,12636
7.36666666666667,12175
8.58333333333333,9905
5.03333333333333,8635
7.81666666666667,7404
8.48333333333333,11713
6.81666666666667,7519
7.43333333333333,11944
8.75,11944
5,8212
5.91666666666667,8135
7.16666666666667,12790
6.7,7327
6.76666666666667,6557
8,6019
6.18333333333333,10982
7.36666666666667,11405
6.36666666666667,10559
8.61666666666667,11059
8.61666666666667,10212
6.21666666666667,11020
6.48333333333333,7673
8.2,6057
6.76666666666667,6981
7.6,7635
7.88333333333333,7481
5.31666666666667,7250
8.21666666666667,7942
5.65,8096
5.95,8250
6.91666666666667,11482
8.33333333333333,8520
6.18333333333333,11982
7.68333333333333,5557
5,7558
8.66666666666667,12059
8.16666666666667,11636
6.9,7404
7.8,7635
7.73333333333333,5788
6.56666666666667,11713
5.43333333333333,8481
6.55,12713
6.38333333333333,10020
5.23333333333333,8673
5.71666666666667,8250
7.4,12021
7.61666666666667,12136
7.63333333333333,12944
7.76666666666667,12983
6.7,6557
8.55,9905
7.35,11982
6.25,11328
8.73333333333333,10944
7.18333333333333,12713
6.11666666666667,11328
7.15,7635
8.26666666666667,11251
6.61666666666667,7673
6.81666666666667,5903
8.41666666666667,10174
6.23333333333333,10597
6.45,10097
8.55,9982
5.03333333333333,7750
6.83333333333333,6480
6.43333333333333,9328
6.7,8866
5.63333333333333,7211
7.53333333333333,7442
7.93333333333333,5518
8.23333333333333,8597
5.66666666666667,7057
7.11666666666667,11790
