"sleep_hrs","steps"
6.98333333333333,8223
6.5,12652
6.36666666666667,6794
5.76666666666667,7175
5.66666666666667,7080
7.35,8985
7.11666666666667,12700
8.23333333333333,12271
6.5,12890
8.13333333333333,10223
6.33333333333333,11700
6.5,11319
6.93333333333333,6413
5.18333333333333,6270
7.26666666666667,8747
8.36666666666667,11938
8.4,11176
8.9,9937
7.15,11890
6.81666666666667,9556
8.16666666666667,12319
6.48333333333333,12271
6.9,11271
6.98333333333333,9509
6.4,8794
6.55,5460
6.33333333333333,10985
7.83333333333333,8270
7.15,9890
6.68333333333333,12509
8.35,11985
8.71666666666667,11033
8.83333333333333,12033
6.75,9461
8.71666666666667,10842
6.4,9794
6.86666666666667,13033
7.63333333333333,10985
7.88333333333333,12271
7.15,12557
7.98333333333333,10128
7.16666666666667,7032
8.18333333333333,12033
8,12033
5.48333333333333,8461
8.9,10033
6.98333333333333,6413
8.46666666666667,11795
6.93333333333333,6556
5.8,5032
8.7,9461
5.8,5508
7.46666666666667,8080
8.43333333333333,10938
6.4,9604
7.56666666666667,9128
8.51666666666667,12652
5.91666666666667,7556
6.96666666666667,7604
6.61666666666667,7365
6.75,7604
6.15,4555
8.53333333333333,8890
6.45,9937
7.28333333333333,8366
8.73333333333333,12319
4.81666666666667,7127
6.28333333333333,4841
7,8223
5.9,7651
5.88333333333333,4841
8.7,10604
6.78333333333333,7746
6.48333333333333,5222
7.76666666666667,9747
7.7,9652
7.08333333333333,6603
8.78333333333333,9842
6.66666666666667,13176
7.15,7080
6.5,5127
6.86666666666667,8366
5.13333333333333,7651
6.28333333333333,9366
6.66666666666667,9794
6.66666666666667,9842
8.55,11080
6.66666666666667,7556
6.78333333333333,12843
6.43333333333333,12081
7.28333333333333,13271
5.43333333333333,6746
4.93333333333333,7032
6.98333333333333,9223
6.4,8508
8.36666666666667,8937
7.15,6984
7.63333333333333,11033
7.08333333333333,6937
8.51666666666667,11461
7.26666666666667,7270
7.33333333333333,13700
7.45,8175
5.43333333333333,5841
5.98333333333333,4698
7.21666666666667,6984
6.73333333333333,12652
7.98333333333333,12509
8.18333333333333,8604
7.93333333333333,12652
7.11666666666667,10175
8.48333333333333,11223
7.86666666666667,11747
6.63333333333333,7413
6.66666666666667,9699
9.06666666666667,9461
7.3,10318
6.4,10033
6.78333333333333,13748
8.96666666666667,9890
7.21666666666667,6937
5.53333333333333,6794
5.96666666666667,9223
5.78333333333333,8699
7.16666666666667,12033
5.3,7937
7.88333333333333,11842
7.28333333333333,10509
7.16666666666667,11985
6.8,7842
6.26666666666667,9604
6.75,8318
7.38333333333333,8175
5.76666666666667,5460
6.78333333333333,8223
8.76666666666667,9223
7.11666666666667,6794
6.15,9223
8.01666666666667,10175
8.66666666666667,9032
6.13333333333333,4508
6.51666666666667,10414
7.26666666666667,12843
8.55,10842
5.71666666666667,7270
8.18333333333333,11652
6.9,6222
7.41666666666667,8223
6.48333333333333,7175
7.71666666666667,11271
8.46666666666667,12747
8.35,8794
6.01666666666667,5984
8.11666666666667,12366
4.96666666666667,6794
6.8,9271
5.38333333333333,6079
8.06666666666667,8413
5.16666666666667,7889
8.76666666666667,10652
8.21666666666667,12366
7.95,12462
6.8,7889
6.55,11557
8,12128
5.6,5413
8.76666666666667,10890
6.61666666666667,5365
8.05,12366
9.11666666666667,10033
8.48333333333333,9175
7.51666666666667,8223
8.48333333333333,11890
5.61666666666667,8461
6.9,13843
7.88333333333333,9890
6.81666666666667,11080
6.1,4365
6.73333333333333,13414
8.73333333333333,9175
6.75,13795
7.41666666666667,8270
8.53333333333333,12700
9.03333333333333,9985
5.83333333333333,7365
8.6,11795
6.96666666666667,9509
6.55,5413
7.8,9556
9.08333333333333,9794
6.51666666666667,10318
7.41666666666667,10699
8.48333333333333,11176
7.16666666666667,12366
6.96666666666667,9223
5.23333333333333,7889
7.86666666666667,12462
6.9,9652
6.8,7080
4.9,7318
7.35,8937
8.13333333333333,11842
7.61666666666667,13128
5.96666666666667,9128
6.28333333333333,8985
7.21666666666667,12271
6.06666666666667,4651
6.4,8556
5.35,6603
6.45,12462
6.36666666666667,8461
6.78333333333333,8127
6.31666666666667,8413
8.66666666666667,9128
8.66666666666667,11033
5.05,7746
8.66666666666667,11128
7.38333333333333,8508
7.4,7889
7.38333333333333,10414
9.06666666666667,9413
6.51666666666667,10175
5.35,8127
6.43333333333333,8604
6.75,12652
8.16666666666667,11890
7.8,12843
7.11666666666667,7985
7.56666666666667,13033
6.18333333333333,7985
5.16666666666667,6365
5.46666666666667,6556
8.41666666666667,12462
6.61666666666667,12271
9.08333333333333,9556
6.73333333333333,13843
6.5,11652
7.63333333333333,7937
6.45,5127
6.58333333333333,12414
6.96666666666667,7223
6.25,9366
7.7,9413
6.73333333333333,9937
8.7,12033
7.2,12747
5.56666666666667,8413
7.38333333333333,13557
5.41666666666667,8318
8.13333333333333,12319
7.26666666666667,7604
6.86666666666667,9699
8.58333333333333,12557
6.63333333333333,10842
8.48333333333333,8842
6.61666666666667,10414
8.16666666666667,11795
8.06666666666667,11985
7.33333333333333,8794
6.08333333333333,6222
6.9,9366
7,13176
6.73333333333333,9699
6.55,13033
5.66666666666667,5270
7.16666666666667,6842
6.96666666666667,13748
9.23333333333333,9318
6.75,8032
6.58333333333333,9937
8.48333333333333,12747
7.56666666666667,8032
6.48333333333333,11700
7.2,10175
7.35,7937
5.78333333333333,8937
6.91666666666667,8556
5.18333333333333,6365
8.18333333333333,8842
6.73333333333333,7461
6.55,13176
7.41666666666667,7556
6.85,7080
6.91666666666667,11223
7.46666666666667,9080
8.78333333333333,9223
6.55,7365
7.26666666666667,12176
5.16666666666667,7842
8.93333333333333,10223
6.43333333333333,9556
6.86666666666667,6984
6.93333333333333,6318
8.6,11080
6.45,8461
7.35,7413
6.8,6127
5.8,5460
6.55,10318
6.91666666666667,13843
6.25,11271
5.08333333333333,7651
5.56666666666667,8366
6.63333333333333,8270
5.01666666666667,6746
6.18333333333333,8032
8.1,12081
8.83333333333333,10318
5.66666666666667,6984
7.5,12747
8.31666666666667,10795
6.93333333333333,6460
8.51666666666667,11414
8.35,11557
6.4,9366
9.23333333333333,9461
5.43333333333333,8175
8.63333333333333,11938
6.5,8699
5.35,5984
8.3,8651
7.95,12700
6.28333333333333,9318
9.01666666666667,10175
6.9,7889
5.53333333333333,6699
7.91666666666667,12319
8,12557
7.5,9080
8.35,11461
9.13333333333333,9890
7.1,9794
9.3,9271
6.8,10938
7.91666666666667,12366
6.48333333333333,6937
6.25,4555
5.78333333333333,7318
6.75,5746
6.8,11271
6.48333333333333,10985
7.81666666666667,9842
5.2,7842
7.16666666666667,8842
6.38333333333333,11747
8.4,12176
6.86666666666667,9032
6.93333333333333,8461
6.9,13700
6.96666666666667,9413
6.98333333333333,8842
6.68333333333333,8937
5.46666666666667,6603
7.95,12366
4.88333333333333,7413
8.3,12033
6.68333333333333,10795
7.3,13367
7.81666666666667,12795
5.95,9080
8.46666666666667,11700
6.75,8127
6.21666666666667,9318
7.81666666666667,11700
8.53333333333333,11842
8.71666666666667,8985
5.31666666666667,8080
6.86666666666667,6222
7.11666666666667,8699
5.73333333333333,8604
8.63333333333333,11747
6.25,11223
9.01666666666667,9985
7.76666666666667,12747
7.3,7508
6.58333333333333,11890
8.88333333333333,9080
7.61666666666667,9223
6.9,13748
7.93333333333333,8175
5.25,7889
8.53333333333333,11223
8.48333333333333,11842
6.85,13748
8.63333333333333,9461
6.98333333333333,6556
8.53333333333333,11176
8.71666666666667,12033
8,12462
7.4,13557
7.53333333333333,13033
7.41666666666667,13414
5.53333333333333,6746
6.8,8604
7.11666666666667,11985
5.48333333333333,6699
7.46666666666667,12843
7.53333333333333,7699
6.15,8032
8.46666666666667,12414
8.48333333333333,11414
8.1,10414
6.68333333333333,13367
8.11666666666667,8508
8.11666666666667,11985
6.4,12224
5.05,6699
8.58333333333333,11557
6.51666666666667,5175
6.28333333333333,9413
5.43333333333333,8223
6.25,8175
6.45,6889
4.95,7318
8.9,10128
6.98333333333333,9271
6.75,9271
6.43333333333333,7080
7.26666666666667,8223
6.51666666666667,9128
6.56666666666667,9604
9.23333333333333,9556
6.25,9080
8.05,8556
5.16666666666667,6318
7.1,13033
6.36666666666667,12224
4.83333333333333,7365
6.9,13176
5.88333333333333,5698
9.08333333333333,9271
6.93333333333333,8937
8.05,10128
4.85,7127
6.91666666666667,9604
8.31666666666667,8794
6.33333333333333,12176
7.16666666666667,12986
6.68333333333333,12366
5.35,6556
6.61666666666667,8985
5.53333333333333,6889
9.13333333333333,9271
6.8,5841
6.96666666666667,11461
6.85,12890
8.93333333333333,10509
7.3,12652
6.68333333333333,12605
7.95,8366
7.2,7746
6.93333333333333,9080
8.11666666666667,8699
6.68333333333333,9318
6.26666666666667,4793
6.03333333333333,9080
7.35,8890
6.26666666666667,4698
6.56666666666667,9699
7.4,9032
6.73333333333333,10795
6.56666666666667,10652
9.03333333333333,9604
8.66666666666667,10604
5.91666666666667,7461
6.2,8175
8.6,11319
6.21666666666667,10890
6.4,8413
6.81666666666667,12986
6.96666666666667,6460
6.63333333333333,12176
6.73333333333333,7651
8.35,8699
7.11666666666667,13176
8.01666666666667,12224
6.4,10223
8.18333333333333,11700
5.85,8842
8.31666666666667,12224
8.35,11509
7.8,11604
7.45,9032
7.56666666666667,10938
5.35,6460
6.68333333333333,12795
7.38333333333333,7556
8.6,12700
8.6,8937
8.05,12081
6.73333333333333,9271
7.5,13033
6.13333333333333,8032
