"sleep_hrs","steps"
7.16666666666667,8098
7.56666666666667,6742
7.03333333333333,7065
8.21666666666667,7000
5.51666666666667,9583
7.2,13198
8.5,11196
7.66666666666667,12358
7.81666666666667,12036
5.91666666666667,6355
6.28333333333333,6290
5.21666666666667,9066
8.45,12617
5.93333333333333,11842
6.66666666666667,10938
7.51666666666667,12552
7.91666666666667,10486
7.38333333333333,13262
7.96666666666667,13262
6.86666666666667,11971
8.05,10422
5.26666666666667,9195
6.1,5838
7.26666666666667,11713
8.68333333333333,8162
8.55,10938
8.48333333333333,12746
6.53333333333333,11713
8.23333333333333,12810
6.68333333333333,10357
5.83333333333333,11519
6.18333333333333,10809
8.13333333333333,11713
6.85,13198
5.13333333333333,11067
8.21666666666667,6936
6.33333333333333,12810
8.26666666666667,12875
7.35,8679
5.7,11003
5.96666666666667,6355
7.73333333333333,12423
8.35,6548
6.1,5709
8.28333333333333,10357
7.66666666666667,5903
5.6,7840
7.35,11648
6.63333333333333,10551
5.96666666666667,9905
7.43333333333333,7323
6.05,7323
8.23333333333333,7194
5.7,7323
7.13333333333333,5516
5.53333333333333,9324
8.48333333333333,11003
5.93333333333333,8291
7.7,13262
8.5,7065
6.95,5645
7.2,8098
5.75,7388
6.13333333333333,5645
6.26666666666667,11390
7.95,7517
6.85,5774
8.13333333333333,10745
8.5,10615
6.41666666666667,6548
8.55,10874
6.13333333333333,6936
7.65,5774
8.71666666666667,8356
5.7,7388
8.66666666666667,10293
7.65,10809
7.96666666666667,10874
7.35,11777
7.65,7323
8.26666666666667,13004
5.83333333333333,6678
6.93333333333333,6936
8.61666666666667,10099
5.96666666666667,8743
5.61666666666667,9453
7.13333333333333,6871
5.86666666666667,11713
8.53333333333333,6871
8.5,12165
8.31666666666667,7129
7.78333333333333,13456
8.71666666666667,8033
7.95,6097
7.86666666666667,5645
7.21666666666667,6871
7.65,8872
6.23333333333333,11132
7.4,11907
6.95,12358
6.55,7194
6.58333333333333,10680
8.35,10357
8.08333333333333,11261
8.1,11067
7.48333333333333,13520
5.75,10874
5.78333333333333,6807
7.38333333333333,6742
6.9,10099
7.61666666666667,9066
8.13333333333333,12875
6.71666666666667,7710
7.56666666666667,12488
8.15,11390
6.46666666666667,12746
6.15,7581
6.18333333333333,10551
5.93333333333333,8227
8.63333333333333,8033
5.96666666666667,5838
7.06666666666667,8098
5.51666666666667,10034
8.41666666666667,6742
7.11666666666667,10099
6.8,11132
5.16666666666667,9647
7.43333333333333,5516
7.38333333333333,11326
8.5,11584
6.9,7129
7.53333333333333,12294
5.93333333333333,6226
8.13333333333333,8098
7.48333333333333,7065
7.88333333333333,11971
5.26666666666667,9131
8.08333333333333,6161
7.46666666666667,13327
7.16666666666667,6742
8.41666666666667,10164
5.86666666666667,6161
5.61666666666667,8356
6.06666666666667,7646
8.18333333333333,11455
7.56666666666667,13327
6.6,7646
7.33333333333333,12229
6.55,13004
6.23333333333333,5838
7.21666666666667,11584
7.48333333333333,5838
7.38333333333333,13327
6.2,11003
5.6,9970
8.61666666666667,8098
6.26666666666667,12488
8.66666666666667,8679
7.25,13585
5.16666666666667,10874
6.45,11777
7.46666666666667,5451
5.96666666666667,9970
7.56666666666667,13585
8.1,8162
8.26666666666667,11003
7.73333333333333,7194
8.4,12423
8.01666666666667,10422
6.95,5838
8.41666666666667,10486
5.2,10745
7.38333333333333,11261
6.26666666666667,11455
6.05,11842
8.58333333333333,10099
6.15,7646
8.01666666666667,10615
5.65,6936
5.66666666666667,7129
5.16666666666667,9453
8.36666666666667,12488
7.73333333333333,9970
5.96666666666667,9647
6.68333333333333,13198
7.21666666666667,5580
5.46666666666667,8808
8.35,6613
8.75,8679
8.01666666666667,7969
5.53333333333333,8485
7.16666666666667,9905
6.46666666666667,11713
6.66666666666667,7517
8.5,11842
5.51666666666667,8679
7.95,7646
8.15,11326
7.96666666666667,10293
5.83333333333333,11132
6.76666666666667,7969
5.16666666666667,8872
8.53333333333333,12552
5.51666666666667,7710
8.21666666666667,7775
6.23333333333333,6355
7.78333333333333,6548
8.08333333333333,13262
5.16666666666667,10422
7.11666666666667,13585
7.08333333333333,12294
5.61666666666667,7646
7.6,5774
6.5,7065
8.61666666666667,10293
6.86666666666667,10293
5.61666666666667,10938
8.08333333333333,12810
5.46666666666667,8485
6.81666666666667,13327
7.2,8291
6.41666666666667,7323
7.7,10680
7.91666666666667,11584
7.81666666666667,9260
7.48333333333333,11326
7.53333333333333,12423
8.21666666666667,12746
7.78333333333333,9195
8.21666666666667,6290
5.7,10228
6.66666666666667,10680
7.88333333333333,5838
7.08333333333333,6742
7.7,13520
6.95,10164
8.15,7840
5.16666666666667,10938
6.05,7775
7.75,12358
6.31666666666667,11132
8.55,7710
8.81666666666667,9583
7.33333333333333,8808
6.26666666666667,6355
6.01666666666667,9260
8.28333333333333,7259
8.5,7323
5.7,6936
6.58333333333333,11907
8.61666666666667,9841
5.53333333333333,10034
8.15,7194
8.08333333333333,13133
5.53333333333333,7581
5.21666666666667,11132
6.58333333333333,10486
6.95,6871
6.23333333333333,6290
7.4,11777
5.16666666666667,8614
6.98333333333333,7194
8.05,6226
6.01666666666667,5838
7.4,11261
6.53333333333333,11971
5.65,7388
6.9,8356
6.86666666666667,8162
5.73333333333333,6678
8,7840
7.95,12939
8.36666666666667,11261
5.73333333333333,6871
6.93333333333333,11519
6.45,6419
7.66666666666667,12100
7.86666666666667,12229
5.13333333333333,10228
8.53333333333333,10357
5.96666666666667,8033
6.18333333333333,12552
8.68333333333333,9066
7.7,6161
7.61666666666667,8937
