"sleep_hrs","steps"
7.71666666666667,6162
7.25,6489
7.5,6407
8.48333333333333,10907
8.25,11194
5.15,10662
5.13333333333333,10375
7.91666666666667,5875
7.71666666666667,5793
7.15,9435
5.13333333333333,8984
7.51666666666667,10907
7.93333333333333,10907
6.46666666666667,10335
7.28333333333333,8984
7.6,5303
7.18333333333333,10171
7.2,9394
5.16666666666667,10785
6.46666666666667,10171
8.2,10825
8.43333333333333,11316
7.23333333333333,6325
7.86666666666667,10825
7.71666666666667,10825
7.58333333333333,7675
5.91666666666667,9516
6.93333333333333,12748
5.93333333333333,10703
7.18333333333333,5957
7.6,5098
7.33333333333333,5343
5.21666666666667,9025
7.96666666666667,6898
6.81666666666667,12503
6.23333333333333,8044
7.81666666666667,7553
8.76666666666667,11930
8.01666666666667,6489
7.61666666666667,5016
7.81666666666667,6939
8.83333333333333,11807
7.33333333333333,12544
6.45,9966
7.61666666666667,12585
7.4,5998
6.08333333333333,11439
7.96666666666667,6407
6.23333333333333,11889
7.2,5098
7.86666666666667,6857
5.93333333333333,10825
7.35,6121
5.15,8698
7.61666666666667,7716
6.21666666666667,8125
7.25,6284
6.38333333333333,12176
7.23333333333333,6243
8.73333333333333,12298
6.63333333333333,10498
7.81666666666667,6571
7.33333333333333,5548
8.1,12544
7.38333333333333,6284
8.06666666666667,12216
7.01666666666667,11030
8.21666666666667,10989
6.48333333333333,7757
7.48333333333333,11030
5.05,10253
5.08333333333333,8903
8.5,12216
7.28333333333333,9803
5.88333333333333,9353
8.86666666666667,13076
8.8,12953
8.66666666666667,12257
6.45,7880
7.61666666666667,10825
6.68333333333333,10744
6.36666666666667,11807
7.6,7348
7.23333333333333,5303
6.48333333333333,7389
7.18333333333333,6121
5.1,9639
7.45,4853
8.73333333333333,11153
5.9,10621
7.91666666666667,5753
7.2,7389
7.76666666666667,5630
5.11666666666667,10907
7.35,6162
7.46666666666667,12707
6.8,7103
5.93333333333333,10907
6.88333333333333,10948
7.08333333333333,7103
8.55,10866
7.7,5303
6.45,10089
6.93333333333333,12585
6.36666666666667,9516
7.7,7675
7.5,12503
8.48333333333333,11603
8.26666666666667,12380
5.95,8575
8.5,12012
7.75,13321
7.23333333333333,6653
6.38333333333333,12012
6.05,10703
7.26666666666667,8984
8.73333333333333,12626
6.45,9803
5.86666666666667,10007
5.1,10212
8.55,10948
6.85,7103
8.38333333333333,11603
7.35,8166
6.85,10744
6.08333333333333,11357
7.2,8575
6.3,8289
8.11666666666667,10907
8.4,12544
7.86666666666667,6039
7.71666666666667,7021
5.08333333333333,9844
6.4,9680
6.51666666666667,7307
6.73333333333333,12298
8.56666666666667,10785
6.56666666666667,12135
6.13333333333333,11112
6.1,11275
6.98333333333333,12748
7.86666666666667,5998
5.6,8984
8.8,10662
6.65,7103
7.16666666666667,5098
